127.0.0.1 - - [23/Jan/2017:10:51:39 +0530] "GET / HTTP/1.1" 404 992
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:23 +0530] "GET /frontend/ HTTP/1.1" 200 11404
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:31 +0530] "GET /frontend/images HTTP/1.1" 200 13642
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:31 +0530] "GET /frontend/resources/images/IMG-3.jpg HTTP/1.1" 200 178378
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:31 +0530] "GET /frontend/resources/images/IMG1.jpg HTTP/1.1" 200 181990
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG4.jpg HTTP/1.1" 200 239122
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG5.jpg HTTP/1.1" 200 337300
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG8.jpg HTTP/1.1" 200 460503
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG7.jpg HTTP/1.1" 200 231546
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG10.jpg HTTP/1.1" 200 335429
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG9.jpg HTTP/1.1" 200 241600
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG-12.jpg HTTP/1.1" 200 288170
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG13.jpg HTTP/1.1" 200 192219
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG14.jpg HTTP/1.1" 200 146904
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG18.jpg HTTP/1.1" 200 211632
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG11.jpg HTTP/1.1" 200 278172
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG6.jpg HTTP/1.1" 200 207912
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG17.jpg HTTP/1.1" 200 248836
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG20.jpg HTTP/1.1" 200 223991
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG15.jpg HTTP/1.1" 200 277318
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG19.jpg HTTP/1.1" 200 333593
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG21.jpg HTTP/1.1" 200 222095
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/img35.jpg HTTP/1.1" 200 334920
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG23.jpg HTTP/1.1" 200 130863
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG28.jpg HTTP/1.1" 200 305307
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG25.jpg HTTP/1.1" 200 242467
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/IMG24.jpg HTTP/1.1" 200 314844
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/glass13.jpg HTTP/1.1" 200 9386
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/glass12.jpg HTTP/1.1" 200 10093
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/saree3.jpg HTTP/1.1" 200 6787
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/glass14.jpg HTTP/1.1" 200 8001
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/glass11.jpg HTTP/1.1" 200 16471
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/saree1.jpg HTTP/1.1" 200 6315
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/saree2.jpg HTTP/1.1" 200 7571
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/shirt2.jpg HTTP/1.1" 200 7333
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:32 +0530] "GET /frontend/resources/images/oram6.jpg HTTP/1.1" 200 4584
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:49 +0530] "GET /frontend/ HTTP/1.1" 200 11404
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:53:57 +0530] "GET /frontend/register HTTP/1.1" 200 9039
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:54:02 +0530] "GET /frontend/ HTTP/1.1" 200 11404
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:54:02 +0530] "GET /frontend/resources/images/IMG-3.jpg HTTP/1.1" 200 178378
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:54:02 +0530] "GET /frontend/resources/images/IMG4.jpg HTTP/1.1" 200 239122
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:54:11 +0530] "GET /frontend/login HTTP/1.1" 200 8867
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:54:16 +0530] "GET /frontend/login HTTP/1.1" 200 8867
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:54:19 +0530] "GET /frontend/ HTTP/1.1" 200 11404
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:54:20 +0530] "GET /frontend/resources/images/carousal.jpg HTTP/1.1" 200 15234
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:54:20 +0530] "GET /frontend/resources/images/carouasl3.jpg HTTP/1.1" 200 13464
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:54:20 +0530] "GET /frontend/resources/images/carosal2.jpg HTTP/1.1" 200 28400
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:54:20 +0530] "GET /frontend/resources/images/carousal1.jpg HTTP/1.1" 200 15511
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:54:20 +0530] "GET /frontend/resources/images/carosal4.jpg HTTP/1.1" 200 11906
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:54:20 +0530] "GET /frontend/resources/images/images%20(6).jpg HTTP/1.1" 200 11724
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:54:20 +0530] "GET /frontend/resources/images/IMG4.jpg HTTP/1.1" 200 239122
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:54:20 +0530] "GET /frontend/resources/images/IMG-3.jpg HTTP/1.1" 200 178378
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:08 +0530] "GET /frontend/ HTTP/1.1" 200 11404
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:09 +0530] "GET /frontend/resources/images/carousal.jpg HTTP/1.1" 200 15234
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:09 +0530] "GET /frontend/resources/images/carosal2.jpg HTTP/1.1" 200 28400
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:09 +0530] "GET /frontend/resources/images/carouasl3.jpg HTTP/1.1" 200 13464
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:09 +0530] "GET /frontend/resources/images/carousal1.jpg HTTP/1.1" 200 15511
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:09 +0530] "GET /frontend/resources/images/carosal4.jpg HTTP/1.1" 200 11906
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:09 +0530] "GET /frontend/resources/images/images%20(6).jpg HTTP/1.1" 200 11724
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:09 +0530] "GET /frontend/resources/images/IMG-3.jpg HTTP/1.1" 200 178378
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:09 +0530] "GET /frontend/resources/images/IMG4.jpg HTTP/1.1" 200 239122
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:14 +0530] "GET /frontend/images HTTP/1.1" 200 13664
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG1.jpg HTTP/1.1" 200 181990
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG4.jpg HTTP/1.1" 200 239122
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG5.jpg HTTP/1.1" 200 337300
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG7.jpg HTTP/1.1" 200 231546
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG9.jpg HTTP/1.1" 200 241600
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG10.jpg HTTP/1.1" 200 335429
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG-3.jpg HTTP/1.1" 200 178378
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG14.jpg HTTP/1.1" 200 146904
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG13.jpg HTTP/1.1" 200 192219
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG8.jpg HTTP/1.1" 200 460503
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG11.jpg HTTP/1.1" 200 278172
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG6.jpg HTTP/1.1" 200 207912
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG19.jpg HTTP/1.1" 200 333593
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG20.jpg HTTP/1.1" 200 223991
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG-12.jpg HTTP/1.1" 200 288170
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG15.jpg HTTP/1.1" 200 277318
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG17.jpg HTTP/1.1" 200 248836
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG28.jpg HTTP/1.1" 200 305307
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG18.jpg HTTP/1.1" 200 211632
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG21.jpg HTTP/1.1" 200 222095
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG24.jpg HTTP/1.1" 200 314844
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/img35.jpg HTTP/1.1" 200 334920
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG25.jpg HTTP/1.1" 200 242467
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/glass11.jpg HTTP/1.1" 200 16471
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/saree2.jpg HTTP/1.1" 200 7571
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/glass12.jpg HTTP/1.1" 200 10093
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/saree3.jpg HTTP/1.1" 200 6787
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/saree1.jpg HTTP/1.1" 200 6315
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/IMG23.jpg HTTP/1.1" 200 130863
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/shirt2.jpg HTTP/1.1" 200 7333
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/oram6.jpg HTTP/1.1" 200 4584
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:15 +0530] "GET /frontend/resources/images/glass14.jpg HTTP/1.1" 200 8001
0:0:0:0:0:0:0:1 - - [23/Jan/2017:10:56:16 +0530] "GET /frontend/resources/images/glass13.jpg HTTP/1.1" 200 9386
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:54 +0530] "GET /frontend/images HTTP/1.1" 200 13706
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:54 +0530] "GET /frontend/resources/images/IMG1.jpg HTTP/1.1" 200 181990
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:54 +0530] "GET /frontend/resources/images/IMG-3.jpg HTTP/1.1" 200 178378
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:54 +0530] "GET /frontend/resources/images/IMG4.jpg HTTP/1.1" 200 239122
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:54 +0530] "GET /frontend/resources/images/IMG5.jpg HTTP/1.1" 200 337300
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:54 +0530] "GET /frontend/resources/images/IMG6.jpg HTTP/1.1" 200 207912
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:54 +0530] "GET /frontend/resources/images/IMG7.jpg HTTP/1.1" 200 231546
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:54 +0530] "GET /frontend/resources/images/IMG8.jpg HTTP/1.1" 200 460503
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:54 +0530] "GET /frontend/resources/images/IMG9.jpg HTTP/1.1" 200 241600
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:54 +0530] "GET /frontend/resources/images/IMG10.jpg HTTP/1.1" 200 335429
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:54 +0530] "GET /frontend/resources/images/IMG11.jpg HTTP/1.1" 200 278172
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:54 +0530] "GET /frontend/resources/images/IMG14.jpg HTTP/1.1" 200 146904
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:54 +0530] "GET /frontend/resources/images/IMG13.jpg HTTP/1.1" 200 192219
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:54 +0530] "GET /frontend/resources/images/IMG-12.jpg HTTP/1.1" 200 288170
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:54 +0530] "GET /frontend/resources/images/IMG18.jpg HTTP/1.1" 200 211632
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:55 +0530] "GET /frontend/resources/images/IMG15.jpg HTTP/1.1" 200 277318
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:55 +0530] "GET /frontend/resources/images/IMG20.jpg HTTP/1.1" 200 223991
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:55 +0530] "GET /frontend/resources/images/IMG28.jpg HTTP/1.1" 200 305307
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:55 +0530] "GET /frontend/resources/images/IMG24.jpg HTTP/1.1" 200 314844
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:55 +0530] "GET /frontend/resources/images/IMG25.jpg HTTP/1.1" 200 242467
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:55 +0530] "GET /frontend/resources/images/glass14.jpg HTTP/1.1" 200 8001
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:55 +0530] "GET /frontend/resources/images/glass13.jpg HTTP/1.1" 200 9386
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:55 +0530] "GET /frontend/resources/images/glass11.jpg HTTP/1.1" 200 16471
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:55 +0530] "GET /frontend/resources/images/img35.jpg HTTP/1.1" 200 334920
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:55 +0530] "GET /frontend/resources/images/IMG17.jpg HTTP/1.1" 200 248836
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:55 +0530] "GET /frontend/resources/images/IMG21.jpg HTTP/1.1" 200 222095
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:55 +0530] "GET /frontend/resources/images/saree2.jpg HTTP/1.1" 200 7571
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:55 +0530] "GET /frontend/resources/images/saree3.jpg HTTP/1.1" 200 6787
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:55 +0530] "GET /frontend/resources/images/glass12.jpg HTTP/1.1" 200 10093
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:55 +0530] "GET /frontend/resources/images/IMG23.jpg HTTP/1.1" 200 130863
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:55 +0530] "GET /frontend/resources/images/saree1.jpg HTTP/1.1" 200 6315
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:55 +0530] "GET /frontend/resources/images/oram6.jpg HTTP/1.1" 200 4584
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:55 +0530] "GET /frontend/resources/images/shirt2.jpg HTTP/1.1" 200 7333
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:09:55 +0530] "GET /frontend/resources/images/IMG19.jpg HTTP/1.1" 200 333593
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:10:38 +0530] "GET /frontend/register HTTP/1.1" 200 9039
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:01 +0530] "POST /frontend/register HTTP/1.1" 200 9039
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:24 +0530] "GET /frontend/register HTTP/1.1" 200 9039
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:26 +0530] "GET /frontend/images HTTP/1.1" 200 13706
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:26 +0530] "GET /frontend/resources/images/IMG-3.jpg HTTP/1.1" 200 178378
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:26 +0530] "GET /frontend/resources/images/IMG4.jpg HTTP/1.1" 200 239122
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:26 +0530] "GET /frontend/resources/images/IMG5.jpg HTTP/1.1" 200 337300
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:26 +0530] "GET /frontend/resources/images/IMG1.jpg HTTP/1.1" 200 181990
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:26 +0530] "GET /frontend/resources/images/IMG11.jpg HTTP/1.1" 200 278172
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:26 +0530] "GET /frontend/resources/images/IMG8.jpg HTTP/1.1" 200 460503
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:26 +0530] "GET /frontend/resources/images/IMG9.jpg HTTP/1.1" 200 241600
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:26 +0530] "GET /frontend/resources/images/IMG14.jpg HTTP/1.1" 200 146904
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:26 +0530] "GET /frontend/resources/images/IMG15.jpg HTTP/1.1" 200 277318
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:26 +0530] "GET /frontend/resources/images/IMG6.jpg HTTP/1.1" 200 207912
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:26 +0530] "GET /frontend/resources/images/IMG10.jpg HTTP/1.1" 200 335429
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:26 +0530] "GET /frontend/resources/images/IMG7.jpg HTTP/1.1" 200 231546
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:26 +0530] "GET /frontend/resources/images/IMG-12.jpg HTTP/1.1" 200 288170
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:27 +0530] "GET /frontend/resources/images/IMG13.jpg HTTP/1.1" 200 192219
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:27 +0530] "GET /frontend/resources/images/IMG17.jpg HTTP/1.1" 200 248836
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:27 +0530] "GET /frontend/resources/images/IMG19.jpg HTTP/1.1" 200 333593
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:27 +0530] "GET /frontend/resources/images/IMG20.jpg HTTP/1.1" 200 223991
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:27 +0530] "GET /frontend/resources/images/IMG18.jpg HTTP/1.1" 200 211632
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:27 +0530] "GET /frontend/resources/images/IMG21.jpg HTTP/1.1" 200 222095
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:27 +0530] "GET /frontend/resources/images/IMG23.jpg HTTP/1.1" 200 130863
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:27 +0530] "GET /frontend/resources/images/glass14.jpg HTTP/1.1" 200 8001
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:27 +0530] "GET /frontend/resources/images/IMG25.jpg HTTP/1.1" 200 242467
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:27 +0530] "GET /frontend/resources/images/glass13.jpg HTTP/1.1" 200 9386
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:27 +0530] "GET /frontend/resources/images/saree3.jpg HTTP/1.1" 200 6787
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:27 +0530] "GET /frontend/resources/images/glass12.jpg HTTP/1.1" 200 10093
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:27 +0530] "GET /frontend/resources/images/glass11.jpg HTTP/1.1" 200 16471
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:27 +0530] "GET /frontend/resources/images/saree2.jpg HTTP/1.1" 200 7571
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:27 +0530] "GET /frontend/resources/images/saree1.jpg HTTP/1.1" 200 6315
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:27 +0530] "GET /frontend/resources/images/oram6.jpg HTTP/1.1" 200 4584
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:27 +0530] "GET /frontend/resources/images/shirt2.jpg HTTP/1.1" 200 7333
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:27 +0530] "GET /frontend/resources/images/img35.jpg HTTP/1.1" 200 334920
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:27 +0530] "GET /frontend/resources/images/IMG28.jpg HTTP/1.1" 200 305307
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:27 +0530] "GET /frontend/resources/images/IMG24.jpg HTTP/1.1" 200 314844
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:32 +0530] "GET /frontend/ HTTP/1.1" 200 11404
0:0:0:0:0:0:0:1 - - [23/Jan/2017:12:11:32 +0530] "GET /frontend/resources/images/carosal2.jpg HTTP/1.1" 200 28400
